reference,year,country_name,hdi_category,indicator_name,values
,,India,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,87
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,91
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,84
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,Comoros,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,94
,,Ghana,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,72
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,82
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,22
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,69
,,Congo,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,63
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,90
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,50
,,Nepal,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,87
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,65
,,Haiti,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Sudan,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,77
,,Kenya,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,80
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,54
,,Togo,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,67
,,Yemen,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,82
,,Uganda,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,70
,,Gambia,MEDIUM HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,86
,,Senegal,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,74
,,Eritrea,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Nigeria,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,73
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,81
,,Guinea,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,72
,,Rwanda,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,77
,,Angola,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,68
,,Benin,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,Malawi,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Zambia,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,83
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,71
,,Burundi,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,78
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,85
,,Ethiopia,LOW HUMAN DEVELOPMENT,Tuberculosis cases Cured under DOTSe 2004,79
,,Chad,,Tuberculosis cases Cured under DOTSe 2004,69
,,Central African Republic,,Tuberculosis cases Cured under DOTSe 2004,91
,,Mozambique,,Tuberculosis cases Cured under DOTSe 2004,77
,,Mali,,Tuberculosis cases Cured under DOTSe 2004,71
,,Niger,,Tuberculosis cases Cured under DOTSe 2004,61
,,Guinea-Bissau,,Tuberculosis cases Cured under DOTSe 2004,75
,,Burkina Faso,,Tuberculosis cases Cured under DOTSe 2004,67
,,Sierra Leone,,Tuberculosis cases Cured under DOTSe 2004,82
,,Iceland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,20
,,Norway,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,Australia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,16
,,Canada,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,17
,,Ireland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,26
,,Sweden,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Switzerland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,23
,,Japan,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,15
,,Netherlands,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,28
,,France,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,21
,,Finland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,19
,,United States,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,19
,,Spain,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,Denmark,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,Austria,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,United Kingdom,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,Belgium,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,Luxembourg,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,26
,,New Zealand,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,22
,,Italy,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,17
,,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,4
,,Germany,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,28
,,Israel,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Greece,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,29
,,Singapore,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,4
,,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Slovenia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,20
,,Cyprus,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Portugal,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Barbados,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Czech Republic,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,20
,,Kuwait,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Malta,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Qatar,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Hungary,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,28
,,Poland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,Argentina,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,25
,,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Chile,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,37
,,Bahrain,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,3
,,Slovakia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Lithuania,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,13
,,Estonia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Latvia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,19
,,Uruguay,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,24
,,Croatia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,27
,,Costa Rica,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,10
,,Bahamas,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Seychelles,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Cuba,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Mexico,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,5
,,Bulgaria,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,23
,,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Tonga,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,11
,,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Oman,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Romania,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,10
,,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,8
,,Panama,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Malaysia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Belarus,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,7
,,Mauritius,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,30
,,Russian Federation,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,16
,,Albania,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Brazil,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,14
,,Dominica,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,9
,,Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Colombia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Ukraine,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,11
,,Samoa,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Thailand,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,3
,,Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,11
,,Belize,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,China,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,4
,,Grenada,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Armenia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Turkey,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Suriname,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Jordan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,8
,,Peru,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Lebanon,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,31
,,Ecuador,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Philippines,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,8
,,Tunisia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Fiji,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,4
,,Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Paraguay,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,7
,,Georgia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,6
,,Guyana,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Maldives,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,16
,,Jamaica,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Cape Verde,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,El Salvador,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,15
,,Algeria,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,(.)
,,Viet Nam,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Indonesia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,3
,,Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Nicaragua,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,5
,,Moldova,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Egypt,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,18
,,Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Mongolia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,26
,,Honduras,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,5
,,Bolivia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Guatemala,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Gabon,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Vanuatu,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,South Africa,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,8
,,Tajikistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Botswana,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Namibia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,10
,,Morocco,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,(.)
,,Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,India,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,17
,,Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,13
,,Cambodia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Myanmar,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,12
,,Bhutan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Comoros,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Ghana,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Pakistan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Mauritania,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Lesotho,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Congo,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Bangladesh,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,27
,,Swaziland,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,3
,,Nepal,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,24
,,Madagascar,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Cameroon,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Haiti,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,6
,,Sudan,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Kenya,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Djibouti,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,2
,,Togo,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Yemen,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Uganda,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,3
,,Gambia,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Senegal,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Eritrea,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Nigeria,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Guinea,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Rwanda,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Angola,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Benin,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Malawi,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,5
,,Zambia,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,1
,,Côte d'Ivoire,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Burundi,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Congo (Democratic Republic of the),LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,..
,,Ethiopia,LOW HUMAN DEVELOPMENT,Prevalence of smoking Women 2002-04,(.)
,,Chad,,Prevalence of smoking Women 2002-04,..
,,Central African Republic,,Prevalence of smoking Women 2002-04,..
,,Mozambique,,Prevalence of smoking Women 2002-04,..
,,Mali,,Prevalence of smoking Women 2002-04,..
,,Niger,,Prevalence of smoking Women 2002-04,..
,,Guinea-Bissau,,Prevalence of smoking Women 2002-04,..
,,Burkina Faso,,Prevalence of smoking Women 2002-04,..
,,Sierra Leone,,Prevalence of smoking Women 2002-04,..
,,Iceland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,25
,,Norway,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,27
,,Australia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,19
,,Canada,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,22
,,Ireland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,28
,,Sweden,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,17
,,Switzerland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,27
,,Japan,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,47
,,Netherlands,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,36
,,France,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,30
,,Finland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,26
,,United States,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,24
,,Spain,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,39
,,Denmark,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,31
,,Austria,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,United Kingdom,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,27
,,Belgium,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,30
,,Luxembourg,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,39
,,New Zealand,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,24
,,Italy,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,31
,,"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,22
,,Germany,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,37
,,Israel,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,32
,,Greece,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,47
,,Singapore,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,24
,,Korea (Republic of),HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Slovenia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,28
,,Cyprus,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Portugal,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Barbados,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Czech Republic,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,31
,,Kuwait,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Malta,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,30
,,Qatar,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Hungary,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,41
,,Poland,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,40
,,Argentina,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,32
,,United Arab Emirates,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,17
,,Chile,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,48
,,Bahrain,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,15
,,Slovakia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Lithuania,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,44
,,Estonia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,45
,,Latvia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,51
,,Uruguay,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,35
,,Croatia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,34
,,Costa Rica,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,29
,,Bahamas,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Seychelles,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Cuba,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Mexico,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,13
,,Bulgaria,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,44
,,Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Tonga,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,53
,,Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Oman,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Romania,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,32
,,Saudi Arabia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,19
,,Panama,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Malaysia,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,43
,,Belarus,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,53
,,Mauritius,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,32
,,Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,49
,,Russian Federation,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,60
,,Albania,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,60
,,Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
,,Brazil,HIGH HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,22
,,Dominica,MEDIUM HUMAN DEVELOPMENT,Prevalence of smoking Men 2002-04,..
